student_id,student_name,gender,department,account,password,group_no,dept_no
2024B009,刘洋,女,会计学,,,7,B
2024B010,葛宇,女,会计学,,,7,B
2024B011,黄秀兰,女,工商管理,,,7,B
2024B012,李琳,女,工商管理,,,7,B
2024B013,覃健,男,金融学,,,7,B
2024B014,唐红霞,男,工商管理,,,7,B
2024B015,龚丹,女,工商管理,,,7,B
2024B016,陈林,男,金融学,,,7,B
2024B017,官晶,男,工商管理,,,7,B
2024B018,曹洁,男,会计学,,,7,A
2024B019,吴龙,男,金融学,,,7,B
2024B020,韩建军,女,金融学,,,7,B
2024B021,王秀兰,男,金融学,,,7,B
2024B022,周桂芳,男,会计学,,,7,B
2024B023,刘建国,女,工商管理,,,7,B
2024B024,刘勇,男,金融学,,,7,B
2024B025,宋丽娟,女,会计学,,,7,A
2024B026,王楠,女,会计学,,,7,B
2024B027,袁志强,女,工商管理,,,7,A
2024B028,朱秀兰,女,金融学,,,7,B
2024B029,潘娟,男,会计学,,,7,B
2024B030,刘欣,女,金融学,,,7,B
2024B031,杨帅,女,金融学,,,7,A
2024B032,苏洋,女,金融学,,,7,A
2024B033,黄丽丽,男,工商管理,,,7,B
2024B034,李坤,男,工商管理,,,7,A
2024B035,林小红,女,工商管理,,,7,A
2024B036,邹莉,男,会计学,,,7,B
2024B037,林桂英,女,工商管理,,,7,B
2024B038,赵颖,女,会计学,,,7,B
2024B039,刘峰,女,工商管理,,,7,B
2024B040,亓颖,男,金融学,,,7,A
2024B041,李云,女,工商管理,,,7,B
2024B042,张旭,女,金融学,,,7,B
2024B043,唐飞,女,工商管理,,,7,B
2024B044,刘桂芝,男,工商管理,,,7,B
2024B045,李利,男,金融学,,,7,B
2024B046,王玲,男,会计学,,,7,B
2024B047,王丽,女,金融学,,,7,B
2024B048,骆娜,男,工商管理,,,7,A
2024B049,孙玉珍,女,工商管理,,,7,A
2024B050,吴宇,男,工商管理,,,7,A
2024C001,赵博,女,临床医学,,,7,A
2024C002,陈玉华,男,护理学,,,7,A
2024C003,田霞,男,临床医学,,,7,A
2024C004,智淑华,女,口腔医学,,,7,A
2024C005,薛倩,女,口腔医学,,,7,C
2024C006,李萍,男,护理学,,,7,A
2024C007,曹欣,女,临床医学,,,7,C
2024C008,姜莹,女,临床医学,,,7,A
2024C009,曹婷,女,护理学,,,7,A
2024C010,刘秀梅,女,护理学,,,7,A
2024C011,张小红,女,口腔医学,,,7,A
2024C012,张冬梅,男,护理学,,,7,A
2024C013,杨勇,女,临床医学,,,7,A
2024C014,周红梅,男,临床医学,,,7,C
2024C015,黄亮,男,口腔医学,,,7,C
2024C016,何文,女,护理学,,,7,A
2024C017,李建国,女,口腔医学,,,7,C
2024C018,梁强,男,临床医学,,,7,A
2024C019,徐超,男,口腔医学,,,7,A
2024C020,王坤,女,口腔医学,,,7,C
2024C021,龙桂兰,女,口腔医学,,,7,A
2024C022,李玉兰,男,临床医学,,,7,A
2024C023,任瑜,男,口腔医学,,,7,A
2024C024,李娜,女,口腔医学,,,7,A
2024C025,艾玉兰,男,临床医学,,,7,A
2024C026,顾凤兰,男,临床医学,,,7,C
2024C027,许春梅,男,临床医学,,,7,C
2024C028,阎娟,男,护理学,,,7,A
2024C029,任佳,男,护理学,,,7,A
2024C030,赵玉珍,女,护理学,,,7,A
2024C031,涂宁,男,临床医学,,,7,C
2024C032,廖军,女,口腔医学,,,7,A
2024C033,张鑫,女,口腔医学,,,7,A
2024C034,李丽,女,临床医学,,,7,A
2024C035,叶彬,男,护理学,,,7,A
2024C036,钟辉,男,护理学,,,7,C
2024C037,叶伟,女,临床医学,,,7,A
2024C038,姜阳,女,口腔医学,,,7,A
2024C039,赖静,男,口腔医学,,,7,A
2024C040,廖平,男,临床医学,,,7,C
2024C041,唐倩,男,临床医学,,,7,A
2024C042,李秀芳,女,护理学,,,7,A
2024C043,刘冬梅,女,口腔医学,,,7,A
2024C044,张秀兰,男,口腔医学,,,7,A
2024C045,华秀芳,女,口腔医学,,,7,A
2024C046,张健,男,口腔医学,,,7,A
2024C047,王雪梅,男,临床医学,,,7,A
2024C048,谢俊,男,口腔医学,,,7,A
2024C049,张云,男,临床医学,,,7,C
2024C050,冯雷,男,临床医学,,,7,C
2026A0001,赵杰,男,计算机学院,stuA01,123456,1,A
2026A0002,黄斌,女,计算机学院,stuA02,123456,1,A
2026A0003,林文,女,计算机学院,stuA03,123456,1,A
2026A0004,林秀,男,计算机学院,stuA04,123456,1,A
2026A0005,张斌,男,计算机学院,stuA05,123456,1,A
2026A0006,赵艳,男,计算机学院,stuA06,123456,1,A
2026A0007,胡伟,女,计算机学院,stuA07,123456,1,A
2026A0008,徐磊,女,计算机学院,stuA08,123456,1,A
2026A0009,周涛,女,计算机学院,stuA09,123456,1,A
2026A0010,马怡,男,计算机学院,stuA10,123456,1,A
2026A0011,徐娜,女,计算机学院,stuA11,123456,1,A
2026A0012,吴秀,男,计算机学院,stuA12,123456,1,A
2026A0013,林艳,男,计算机学院,stuA13,123456,1,A
2026A0014,孙涛,女,计算机学院,stuA14,123456,1,A
2026A0015,朱娜,女,计算机学院,stuA15,123456,1,A
2026A0016,林文,女,计算机学院,stuA16,123456,1,A
2026A0017,赵超,女,计算机学院,stuA17,123456,1,A
2026A0018,马丽,女,计算机学院,stuA18,123456,1,A
2026A0019,朱宇,女,计算机学院,stuA19,123456,1,A
2026A0020,何丽,男,计算机学院,stuA20,123456,1,A
2026A0021,林洋,男,计算机学院,stuA21,123456,1,A
2026A0022,王涵,男,计算机学院,stuA22,123456,1,A
2026A0023,郑超,女,计算机学院,stuA23,123456,1,A
2026A0024,陈华,男,计算机学院,stuA24,123456,1,A
2026A0025,赵睿,女,计算机学院,stuA25,123456,1,A
2026A0026,郭涵,女,计算机学院,stuA26,123456,1,A
2026A0027,高明,女,计算机学院,stuA27,123456,1,A
2026A0028,高睿,女,计算机学院,stuA28,123456,1,A
2026A0029,马超,男,计算机学院,stuA29,123456,1,A
2026A0030,吴勇,男,计算机学院,stuA30,123456,1,A
2026A0031,王静,女,计算机学院,stuA31,123456,1,A
2026A0032,何华,女,计算机学院,stuA32,123456,1,A
2026A0033,刘勇,女,计算机学院,stuA33,123456,1,A
2026A0034,胡丽,女,计算机学院,stuA34,123456,1,A
2026A0035,朱文,男,计算机学院,stuA35,123456,1,A
2026A0036,吴杰,女,计算机学院,stuA36,123456,1,A
2026A0037,赵秀,女,计算机学院,stuA37,123456,1,A
2026A0038,胡强,女,计算机学院,stuA38,123456,1,A
2026A0039,郭娜,女,计算机学院,stuA39,123456,1,A
2026A0040,郭涛,男,计算机学院,stuA40,123456,1,A
2026A0041,刘怡,女,计算机学院,stuA41,123456,1,A
2026A0042,陈秀,男,计算机学院,stuA42,123456,1,A
2026A0043,李伟,女,计算机学院,stuA43,123456,1,A
2026A0044,林文,男,计算机学院,stuA44,123456,1,A
2026A0045,郑磊,男,计算机学院,stuA45,123456,1,A
2026A0046,赵斌,男,计算机学院,stuA46,123456,1,A
2026A0047,高勇,女,计算机学院,stuA47,123456,1,A
2026A0048,陈伟,女,计算机学院,stuA48,123456,1,A
2026A0049,林宇,女,计算机学院,stuA49,123456,1,A
2026A0050,陈文,男,计算机学院,stuA50,123456,1,A
2026B0001,刘超,男,软件学院,stuB01,123456,1,B
2026B0002,何磊,女,软件学院,stuB02,123456,1,B
2026B0003,郭静,女,软件学院,stuB03,123456,1,B
2026B0004,孙睿,女,软件学院,stuB04,123456,1,B
2026B0005,高斌,男,软件学院,stuB05,123456,1,B
2026B0006,陈斌,男,软件学院,stuB06,123456,1,B
2026B0007,陈静,男,软件学院,stuB07,123456,1,B
2026B0008,王勇,女,软件学院,stuB08,123456,1,B
2026B0009,杨静,女,软件学院,stuB09,123456,1,B
2026B0010,高涵,女,软件学院,stuB10,123456,1,B
2026B0011,陈秀,男,软件学院,stuB11,123456,1,B
2026B0012,杨涵,男,软件学院,stuB12,123456,1,B
2026B0013,杨博,男,软件学院,stuB13,123456,1,B
2026B0014,朱睿,女,软件学院,stuB14,123456,1,B
2026B0015,高伟,女,软件学院,stuB15,123456,1,B
2026B0016,黄丽,女,软件学院,stuB16,123456,1,B
2026B0017,高娜,女,软件学院,stuB17,123456,1,B
2026B0018,朱静,女,软件学院,stuB18,123456,1,B
2026B0019,陈涵,男,软件学院,stuB19,123456,1,B
2026B0020,郭伟,男,软件学院,stuB20,123456,1,B
2026B0021,赵涛,女,软件学院,stuB21,123456,1,B
2026B0022,徐伟,男,软件学院,stuB22,123456,1,B
2026B0023,何磊,男,软件学院,stuB23,123456,1,B
2026B0024,朱博,女,软件学院,stuB24,123456,1,B
2026B0025,刘强,男,软件学院,stuB25,123456,1,B
2026B0026,黄博,女,软件学院,stuB26,123456,1,B
2026B0027,刘涛,男,软件学院,stuB27,123456,1,B
2026B0028,高超,女,软件学院,stuB28,123456,1,B
2026B0029,胡涛,男,软件学院,stuB29,123456,1,B
2026B0030,吴睿,女,软件学院,stuB30,123456,1,B
2026B0031,高斌,女,软件学院,stuB31,123456,1,B
2026B0032,李磊,男,软件学院,stuB32,123456,1,B
2026B0033,赵娜,女,软件学院,stuB33,123456,1,B
2026B0034,郑涵,男,软件学院,stuB34,123456,1,B
2026B0035,赵强,男,软件学院,stuB35,123456,1,B
2026B0036,朱磊,女,软件学院,stuB36,123456,1,B
2026B0037,张文,男,软件学院,stuB37,123456,1,B
2026B0038,周艳,女,软件学院,stuB38,123456,1,B
2026B0039,马伟,女,软件学院,stuB39,123456,1,B
2026B0040,何秀,女,软件学院,stuB40,123456,1,B
2026B0041,孙华,男,软件学院,stuB41,123456,1,B
2026B0042,赵静,男,软件学院,stuB42,123456,1,B
2026B0043,孙秀,女,软件学院,stuB43,123456,1,B
2026B0044,郑睿,男,软件学院,stuB44,123456,1,B
2026B0045,高杰,女,软件学院,stuB45,123456,1,B
2026B0046,李秀,女,软件学院,stuB46,123456,1,B
2026B0047,孙文,男,软件学院,stuB47,123456,1,B
2026B0048,周艳,男,软件学院,stuB48,123456,1,B
2026B0049,李宇,男,软件学院,stuB49,123456,1,B
2026B0050,李丽,女,软件学院,stuB50,123456,1,B
2026C0001,张艳,男,信息学院,stuC01,123456,1,C
2026C0002,陈超,男,信息学院,stuC02,123456,1,C
2026C0003,周怡,女,信息学院,stuC03,123456,1,C
2026C0004,何斌,男,信息学院,stuC04,123456,1,C
2026C0005,刘杰,男,信息学院,stuC05,123456,1,C
2026C0006,吴伟,男,信息学院,stuC06,123456,1,C
2026C0007,刘秀,女,信息学院,stuC07,123456,1,C
2026C0008,李涛,女,信息学院,stuC08,123456,1,C
2026C0009,李伟,女,信息学院,stuC09,123456,1,C
2026C0010,林博,男,信息学院,stuC10,123456,1,C
2026C0011,周文,男,信息学院,stuC11,123456,1,C
2026C0012,刘杰,女,信息学院,stuC12,123456,1,C
2026C0013,李艳,男,信息学院,stuC13,123456,1,C
2026C0014,高娜,男,信息学院,stuC14,123456,1,C
2026C0015,胡文,女,信息学院,stuC15,123456,1,C
2026C0016,陈强,男,信息学院,stuC16,123456,1,C
2026C0017,刘文,女,信息学院,stuC17,123456,1,C
2026C0018,赵明,女,信息学院,stuC18,123456,1,C
2026C0019,林睿,女,信息学院,stuC19,123456,1,C
2026C0020,孙磊,男,信息学院,stuC20,123456,1,C
2026C0021,杨涛,女,信息学院,stuC21,123456,1,C
2026C0022,李睿,男,信息学院,stuC22,123456,1,C
2026C0023,郑艳,男,信息学院,stuC23,123456,1,C
2026C0024,高涛,男,信息学院,stuC24,123456,1,C
2026C0025,周华,男,信息学院,stuC25,123456,1,C
2026C0026,吴静,女,信息学院,stuC26,123456,1,C
2026C0027,胡明,男,信息学院,stuC27,123456,1,C
2026C0028,刘艳,男,信息学院,stuC28,123456,1,C
2026C0029,周博,女,信息学院,stuC29,123456,1,C
2026C0030,李华,女,信息学院,stuC30,123456,1,C
2026C0031,吴艳,男,信息学院,stuC31,123456,1,C
2026C0032,王娜,女,信息学院,stuC32,123456,1,C
2026C0033,朱娜,男,信息学院,stuC33,123456,1,C
2026C0034,刘文,男,信息学院,stuC34,123456,1,C
2026C0035,张杰,男,信息学院,stuC35,123456,1,C
2026C0036,张睿,女,信息学院,stuC36,123456,1,C
2026C0037,赵勇,女,信息学院,stuC37,123456,1,C
2026C0038,何超,女,信息学院,stuC38,123456,1,C
2026C0039,高怡,男,信息学院,stuC39,123456,1,C
2026C0040,王涛,女,信息学院,stuC40,123456,1,C
2026C0041,郭涵,女,信息学院,stuC41,123456,1,C
2026C0042,王睿,女,信息学院,stuC42,123456,1,C
2026C0043,孙磊,女,信息学院,stuC43,123456,1,C
2026C0044,高睿,女,信息学院,stuC44,123456,1,C
2026C0045,马文,男,信息学院,stuC45,123456,1,C
2026C0046,张超,女,信息学院,stuC46,123456,1,C
2026C0047,王睿,男,信息学院,stuC47,123456,1,C
2026C0048,郭静,女,信息学院,stuC48,123456,1,C
2026C0049,马敏,女,信息学院,stuC49,123456,1,C
2026C0050,赵勇,男,信息学院,stuC50,123456,1,C
20AS001,张敏,男,计算机,as001,pwd001,20,A
20AS002,陈洋,男,计算机,as002,pwd002,20,A
20AS003,刘霞,男,计算机,as003,pwd003,20,A
20AS004,赵娜,女,计算机,as004,pwd004,20,A
20AS005,杨艳,女,计算机,as005,pwd005,20,A
20AS006,李超,男,计算机,as006,pwd006,20,A
20AS007,赵军,男,计算机,as007,pwd007,20,A
20AS008,赵丽,女,计算机,as008,pwd008,20,A
20AS009,赵芳,女,计算机,as009,pwd009,20,A
20AS010,周强,女,计算机,as010,pwd010,20,A
20AS011,张超,女,计算机,as011,pwd011,20,A
20AS012,刘秀兰,女,计算机,as012,pwd012,20,A
20AS013,李杰,男,计算机,as013,pwd013,20,A
20AS014,陈平,男,计算机,as014,pwd014,20,A
20AS015,赵秀兰,男,计算机,as015,pwd015,20,A
20AS016,陈强,男,计算机,as016,pwd016,20,A
20AS017,黄敏,女,计算机,as017,pwd017,20,A
20AS018,张霞,女,计算机,as018,pwd018,20,A
20AS019,张洋,男,计算机,as019,pwd019,20,A
20AS020,吴芳,男,计算机,as020,pwd020,20,A
20AS021,黄平,女,计算机,as021,pwd021,20,A
20AS022,王涛,男,计算机,as022,pwd022,20,A
20AS023,周平,男,计算机,as023,pwd023,20,A
20AS024,吴洋,女,计算机,as024,pwd024,20,A
20AS025,赵军,女,计算机,as025,pwd025,20,A
20AS026,赵丽,男,计算机,as026,pwd026,20,A
20AS027,刘杰,女,计算机,as027,pwd027,20,A
20AS028,陈敏,女,计算机,as028,pwd028,20,A
20AS029,黄杰,男,计算机,as029,pwd029,20,A
20AS030,陈霞,男,计算机,as030,pwd030,20,A
20AS031,黄超,女,计算机,as031,pwd031,20,A
20AS032,刘平,男,计算机,as032,pwd032,20,A
20AS033,吴超,女,计算机,as033,pwd033,20,A
20AS034,周洋,女,计算机,as034,pwd034,20,A
20AS035,李军,男,计算机,as035,pwd035,20,A
20AS036,王军,女,计算机,as036,pwd036,20,A
20AS037,刘娜,女,计算机,as037,pwd037,20,A
20AS038,陈秀兰,女,计算机,as038,pwd038,20,A
20AS039,王洋,男,计算机,as039,pwd039,20,A
20AS040,刘丽,女,计算机,as040,pwd040,20,A
20AS041,杨磊,男,计算机,as041,pwd041,20,A
20AS042,赵艳,女,计算机,as042,pwd042,20,A
20AS043,李敏,男,计算机,as043,pwd043,20,A
20AS044,李艳,男,计算机,as044,pwd044,20,A
20AS045,周艳,男,计算机,as045,pwd045,20,A
20AS046,周秀英,男,计算机,as046,pwd046,20,A
20AS047,黄杰,女,计算机,as047,pwd047,20,A
20AS048,黄芳,男,计算机,as048,pwd048,20,A
20AS049,陈敏,女,计算机,as049,pwd049,20,A
20AS050,赵强,女,计算机,as050,pwd050,20,A
20BS001,张敏,男,计算机,bs001,pwd001,20,B
20BS002,陈洋,男,计算机,bs002,pwd002,20,B
20BS003,刘霞,男,计算机,bs003,pwd003,20,B
20BS004,赵娜,女,计算机,bs004,pwd004,20,B
20BS005,杨艳,女,计算机,bs005,pwd005,20,B
20BS006,李超,男,计算机,bs006,pwd006,20,B
20BS007,赵军,男,计算机,bs007,pwd007,20,B
20BS008,赵丽,女,计算机,bs008,pwd008,20,B
20BS009,赵芳,女,计算机,bs009,pwd009,20,B
20BS010,周强,女,计算机,bs010,pwd010,20,B
20BS011,张超,女,计算机,bs011,pwd011,20,B
20BS012,刘秀兰,女,计算机,bs012,pwd012,20,B
20BS013,李杰,男,计算机,bs013,pwd013,20,B
20BS014,陈平,男,计算机,bs014,pwd014,20,B
20BS015,赵秀兰,男,计算机,bs015,pwd015,20,B
20BS016,陈强,男,计算机,bs016,pwd016,20,B
20BS017,黄敏,女,计算机,bs017,pwd017,20,B
20BS018,张霞,女,计算机,bs018,pwd018,20,B
20BS019,张洋,男,计算机,bs019,pwd019,20,B
20BS020,吴芳,男,计算机,bs020,pwd020,20,B
20BS021,黄平,女,计算机,bs021,pwd021,20,B
20BS022,王涛,男,计算机,bs022,pwd022,20,B
20BS023,周平,男,计算机,bs023,pwd023,20,B
20BS024,吴洋,女,计算机,bs024,pwd024,20,B
20BS025,赵军,女,计算机,bs025,pwd025,20,B
20BS026,赵丽,男,计算机,bs026,pwd026,20,B
20BS027,刘杰,女,计算机,bs027,pwd027,20,B
20BS028,陈敏,女,计算机,bs028,pwd028,20,B
20BS029,黄杰,男,计算机,bs029,pwd029,20,B
20BS030,陈霞,男,计算机,bs030,pwd030,20,B
20BS031,黄超,女,计算机,bs031,pwd031,20,B
20BS032,刘平,男,计算机,bs032,pwd032,20,B
20BS033,吴超,女,计算机,bs033,pwd033,20,B
20BS034,周洋,女,计算机,bs034,pwd034,20,B
20BS035,李军,男,计算机,bs035,pwd035,20,B
20BS036,王军,女,计算机,bs036,pwd036,20,B
20BS037,刘娜,女,计算机,bs037,pwd037,20,B
20BS038,陈秀兰,女,计算机,bs038,pwd038,20,B
20BS039,王洋,男,计算机,bs039,pwd039,20,B
20BS040,刘丽,女,计算机,bs040,pwd040,20,B
20BS041,杨磊,男,计算机,bs041,pwd041,20,B
20BS042,赵艳,女,计算机,bs042,pwd042,20,B
20BS043,李敏,男,计算机,bs043,pwd043,20,B
20BS044,李艳,男,计算机,bs044,pwd044,20,B
20BS045,周艳,男,计算机,bs045,pwd045,20,B
20BS046,周秀英,男,计算机,bs046,pwd046,20,B
20BS047,黄杰,女,计算机,bs047,pwd047,20,B
20BS048,黄芳,男,计算机,bs048,pwd048,20,B
20BS049,陈敏,女,计算机,bs049,pwd049,20,B
20BS050,赵强,女,计算机,bs050,pwd050,20,B
20CS001,赵敏,男,计算机,cs001,pwd001,20,C
20CS002,吴建国,男,计算机,cs002,pwd002,20,C
20CS003,郑磊,男,计算机,cs003,pwd003,20,C
20CS004,周娜,女,计算机,cs004,pwd004,20,C
20CS005,王娜,女,计算机,cs005,pwd005,20,C
20CS006,孙丽,男,计算机,cs006,pwd006,20,C
20CS007,周军,男,计算机,cs007,pwd007,20,C
20CS008,周丽,女,计算机,cs008,pwd008,20,C
20CS009,周芳,女,计算机,cs009,pwd009,20,C
20CS010,陈强,女,计算机,cs010,pwd010,20,C
20CS011,赵丽,女,计算机,cs011,pwd011,20,C
20CS012,郑强,女,计算机,cs012,pwd012,20,C
20CS013,孙敏,男,计算机,cs013,pwd013,20,C
20CS014,吴军,男,计算机,cs014,pwd014,20,C
20CS015,周强,男,计算机,cs015,pwd015,20,C
20CS016,吴强,男,计算机,cs016,pwd016,20,C
20CS017,冯敏,女,计算机,cs017,pwd017,20,C
20CS018,赵磊,女,计算机,cs018,pwd018,20,C
20CS019,赵建国,男,计算机,cs019,pwd019,20,C
20CS020,褚芳,男,计算机,cs020,pwd020,20,C
20CS021,冯军,女,计算机,cs021,pwd021,20,C
20CS022,钱建军,男,计算机,cs022,pwd022,20,C
20CS023,陈军,男,计算机,cs023,pwd023,20,C
20CS024,褚建国,女,计算机,cs024,pwd024,20,C
20CS025,周军,女,计算机,cs025,pwd025,20,C
20CS026,周丽,男,计算机,cs026,pwd026,20,C
20CS027,郑敏,女,计算机,cs027,pwd027,20,C
20CS028,吴敏,女,计算机,cs028,pwd028,20,C
20CS029,冯敏,男,计算机,cs029,pwd029,20,C
20CS030,吴磊,男,计算机,cs030,pwd030,20,C
20CS031,冯丽,女,计算机,cs031,pwd031,20,C
20CS032,郑军,男,计算机,cs032,pwd032,20,C
20CS033,褚丽,女,计算机,cs033,pwd033,20,C
20CS034,陈建国,女,计算机,cs034,pwd034,20,C
20CS035,孙军,男,计算机,cs035,pwd035,20,C
20CS036,钱军,女,计算机,cs036,pwd036,20,C
20CS037,郑娜,女,计算机,cs037,pwd037,20,C
20CS038,吴强,女,计算机,cs038,pwd038,20,C
20CS039,钱建国,男,计算机,cs039,pwd039,20,C
20CS040,郑丽,女,计算机,cs040,pwd040,20,C
20CS041,王磊,男,计算机,cs041,pwd041,20,C
20CS042,周娜,女,计算机,cs042,pwd042,20,C
20CS043,孙敏,男,计算机,cs043,pwd043,20,C
20CS044,孙娜,男,计算机,cs044,pwd044,20,C
20CS045,陈娜,男,计算机,cs045,pwd045,20,C
20CS046,陈秀英,男,计算机,cs046,pwd046,20,C
20CS047,冯敏,女,计算机,cs047,pwd047,20,C
20CS048,冯芳,男,计算机,cs048,pwd048,20,C
20CS049,吴敏,女,计算机,cs049,pwd049,20,C
20CS050,周强,女,计算机,cs050,pwd050,20,C
282024A0001,王超,男,计算机学院,userA0001,123456,28,A
282024A0002,杨勇,男,计算机学院,userA0002,123456,28,A
282024A0003,郑亮,男,计算机学院,userA0003,123456,28,A
282024A0004,华伟,男,计算机学院,userA0004,123456,28,A
282024A0005,吴明,男,计算机学院,userA0005,123456,28,A
282024A0006,钱宁,男,计算机学院,userA0006,123456,28,A
282024A0007,严华,男,计算机学院,userA0007,123456,28,A
282024A0008,秦杰,男,计算机学院,userA0008,123456,28,A
282024A0009,华玲,女,计算机学院,userA0009,123456,28,A
282024A0010,陈平,男,计算机学院,userA0010,123456,28,A
282024A0011,郑鹏,男,计算机学院,userA0011,123456,28,A
282024A0012,郑红,女,计算机学院,userA0012,123456,28,A
282024A0013,朱华,男,计算机学院,userA0013,123456,28,A
282024A0014,王静,女,计算机学院,userA0014,123456,28,A
282024A0015,尤洁,女,计算机学院,userA0015,123456,28,A
282024A0016,蒋强,男,计算机学院,userA0016,123456,28,A
282024A0017,韩静,女,计算机学院,userA0017,123456,28,A
282024A0018,韩鹏,男,计算机学院,userA0018,123456,28,A
282024A0019,秦红,女,计算机学院,userA0019,123456,28,A
282024A0020,褚红,女,计算机学院,userA0020,123456,28,A
282024A0021,沈静,女,计算机学院,userA0021,123456,28,A
282024A0022,褚杰,男,计算机学院,userA0022,123456,28,A
282024A0023,魏玲,女,计算机学院,userA0023,123456,28,A
282024A0024,韩娜,女,计算机学院,userA0024,123456,28,A
282024A0025,韩平,男,计算机学院,userA0025,123456,28,A
282024A0026,曹静,女,计算机学院,userA0026,123456,28,A
282024A0027,沈艳,女,计算机学院,userA0027,123456,28,A
282024A0028,姜慧,女,计算机学院,userA0028,123456,28,A
282024A0029,陈婷,女,计算机学院,userA0029,123456,28,A
282024A0030,杨洁,女,计算机学院,userA0030,123456,28,A
282024A0031,华红,女,计算机学院,userA0031,123456,28,A
282024A0032,韩波,男,计算机学院,userA0032,123456,28,A
282024A0033,姜强,男,计算机学院,userA0033,123456,28,A
282024A0034,王杰,男,计算机学院,userA0034,123456,28,A
282024A0035,华鹏,男,计算机学院,userA0035,123456,28,A
282024A0036,孔晶,女,计算机学院,userA0036,123456,28,A
282024A0037,朱军,男,计算机学院,userA0037,123456,28,A
282024A0038,秦敏,女,计算机学院,userA0038,123456,28,A
282024A0039,尤丽,女,计算机学院,userA0039,123456,28,A
282024A0040,魏超,男,计算机学院,userA0040,123456,28,A
282024A0041,卫刚,男,计算机学院,userA0041,123456,28,A
282024A0042,蒋辉,男,计算机学院,userA0042,123456,28,A
282024A0043,褚龙,男,计算机学院,userA0043,123456,28,A
282024A0044,何芳,女,计算机学院,userA0044,123456,28,A
282024A0045,王雪,女,计算机学院,userA0045,123456,28,A
282024A0046,杨明,男,计算机学院,userA0046,123456,28,A
282024A0047,吴斌,男,计算机学院,userA0047,123456,28,A
282024A0048,周勇,男,计算机学院,userA0048,123456,28,A
282024A0049,陶超,男,计算机学院,userA0049,123456,28,A
282024A0050,华宁,男,计算机学院,userA0050,123456,28,A
282024B001,蒋梅,女,材料化学,userB001,123456,28,B
282024B002,金敏,女,应用化学,userB002,123456,28,B
282024B003,韩平,男,化学工程,userB003,123456,28,B
282024B004,韩伟,男,化学工程,userB004,123456,28,B
282024B005,李磊,男,化学工程,userB005,123456,28,B
282024B006,吕波,男,应用化学,userB006,123456,28,B
282024B007,秦艳,女,环境科学,userB007,123456,28,B
282024B008,冯燕,女,药学,userB008,123456,28,B
282024B009,严军,男,化学工程,userB009,123456,28,B
282024B010,华莉,女,药学,userB010,123456,28,B
282024B011,魏军,男,化学工程,userB011,123456,28,B
282024B012,曹敏,女,应用化学,userB012,123456,28,B
282024B013,蒋宁,男,药学,userB013,123456,28,B
282024B014,冯丽,女,材料化学,userB014,123456,28,B
282024B015,魏磊,男,药学,userB015,123456,28,B
282024B016,郑宁,男,化学工程,userB016,123456,28,B
282024B017,吴杰,男,药学,userB017,123456,28,B
282024B018,姜艳,女,药学,userB018,123456,28,B
282024B019,李鹏,男,化学工程,userB019,123456,28,B
282024B020,孔慧,女,材料化学,userB020,123456,28,B
282024B021,华婷,女,应用化学,userB021,123456,28,B
282024B022,尤强,男,环境科学,userB022,123456,28,B
282024B023,李娜,女,化学工程,userB023,123456,28,B
282024B024,陶强,男,环境科学,userB024,123456,28,B
282024B025,吴磊,男,环境科学,userB025,123456,28,B
282024B026,周鹏,男,化学工程,userB026,123456,28,B
282024B027,杨龙,男,化学工程,userB027,123456,28,B
282024B028,严玲,女,应用化学,userB028,123456,28,B
282024B029,何超,男,药学,userB029,123456,28,B
282024B030,冯慧,女,材料化学,userB030,123456,28,B
282024B031,周华,男,环境科学,userB031,123456,28,B
282024B032,郑宁,男,应用化学,userB032,123456,28,B
282024B033,朱辉,男,化学工程,userB033,123456,28,B
282024B034,杨雪,女,应用化学,userB034,123456,28,B
282024B035,金蕾,女,环境科学,userB035,123456,28,B
282024B036,赵敏,女,应用化学,userB036,123456,28,B
282024B037,朱军,男,环境科学,userB037,123456,28,B
282024B038,陈雪,女,环境科学,userB038,123456,28,B
282024B039,沈艳,女,材料化学,userB039,123456,28,B
282024B040,姜娜,女,化学工程,userB040,123456,28,B
282024B041,华娜,女,化学工程,userB041,123456,28,B
282024B042,吕超,男,应用化学,userB042,123456,28,B
282024B043,金倩,女,化学工程,userB043,123456,28,B
282024B044,王勇,男,环境科学,userB044,123456,28,B
282024B045,孙洁,女,环境科学,userB045,123456,28,B
282024B046,陈婷,女,化学工程,userB046,123456,28,B
282024B047,许娜,女,材料化学,userB047,123456,28,B
282024B048,沈军,男,材料化学,userB048,123456,28,B
282024B049,严明,男,应用化学,userB049,123456,28,B
282024B050,卫芳,女,应用化学,userB050,123456,28,B
282024C001,吕燕,女,管理学,userC001,123456,28,C
282024C002,褚鹏,男,经济学,userC002,123456,28,C
282024C003,陶涛,男,会计学,userC003,123456,28,C
282024C004,施燕,女,金融学,userC004,123456,28,C
282024C005,钱鹏,男,管理学,userC005,123456,28,C
282024C006,秦超,男,管理学,userC006,123456,28,C
282024C007,曹芳,女,经济学,userC007,123456,28,C
282024C008,朱亮,男,管理学,userC008,123456,28,C
282024C009,孙龙,男,会计学,userC009,123456,28,C
282024C010,施莉,女,市场营销,userC010,123456,28,C
282024C011,王洁,女,金融学,userC011,123456,28,C
282024C012,朱飞,男,经济学,userC012,123456,28,C
